,Feature Type,Eval AUC,Eval Prec,Eval Rec
0,All features,0.6624,0.7100000000000001,59.660000000000004
1,Pearson features,0.7605,1.5699999999999998,65.55
2,Spearman features,0.6315,0.5599999999999999,62.18
