,Feature Type,Eval AUC,Eval Prec,Eval Rec
0,All features,0.6624,0.7100000000000001,59.660000000000004
1,Pearson features,0.665,2.9499999999999997,36.97
2,Spearman features,0.6353,0.5700000000000001,63.029999999999994
