features,Spearman Correllation
smart_5_raw,0.5033098514107094
smart_197_raw,0.46535823452380315
smart_198_raw,0.35559970148166226
smart_4_raw,0.16443886125878754
smart_12_raw,0.16309232404153035
smart_192_normalized,0.10787628745816091
smart_10_normalized,0.09981595343138297
smart_3_raw,0.08817893800982876
smart_199_raw,0.05833178757064177
smart_9_raw,0.04126723408485735
