features,Pearson Correllation
smart_5_raw,0.29248928496333043
smart_192_normalized,0.1130713983094379
smart_10_normalized,0.11220282681015109
smart_198_normalized,0.1030457054126921
smart_12_raw,0.09770744407692224
smart_5_normalized,0.08793770473312652
smart_7_normalized,0.08595121165396159
smart_4_raw,0.07151489550404581
smart_197_normalized,0.0705661080023992
smart_197_raw,0.0666020987086243
