-1.201373655217774505e-01,-1.104869139395067978e-01,0.000000000000000000e+00,6.020781442173079867e-01,6.037820001571214679e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.249048152793345468e-01,-5.422142439688380083e-02,-9.232266122802830211e-01
-1.201373655217774505e-01,-1.104869139395067978e-01,0.000000000000000000e+00,-5.053836696802664896e-01,-5.057934375988069053e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.250325692224664165e+00,-5.422142439688380083e-02,9.582848421517332627e-01
-1.201373655217774505e-01,-1.104869139395067978e-01,0.000000000000000000e+00,-6.899606386631955690e-01,-6.907226772247949675e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.201237274565899904e+00,-5.422142439688380083e-02,2.526287001197644599e+00
-1.201373655217774505e-01,-1.104869139395067978e-01,0.000000000000000000e+00,6.020781442173079867e-01,6.037820001571214679e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.106128465352043788e+00,-5.422142439688380083e-02,1.172227595325826766e+00
-1.201373655217774505e-01,-1.104869139395067978e-01,0.000000000000000000e+00,-3.208067006973374102e-01,-3.208641979728188987e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.185897144047535878e+00,-5.422142439688380083e-02,7.204187779198338859e-01
-1.201373655217774505e-01,-1.104869139395067978e-01,0.000000000000000000e+00,4.834723726852072773e-02,4.899428127915726044e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.330094370920156477e+00,-5.422142439688380083e-02,8.954007102283575437e-01
-1.201373655217774505e-01,-1.104869139395067978e-01,0.000000000000000000e+00,-5.053836696802664896e-01,-5.057934375988069053e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.666123193095517374e-01,-5.422142439688380083e-02,-7.229543225677930174e-01
-1.201373655217774505e-01,-1.104869139395067978e-01,0.000000000000000000e+00,-5.053836696802664896e-01,-5.057934375988069053e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.299414109883428647e+00,-5.422142439688380083e-02,1.319640759653450068e+00
-1.201373655217774505e-01,-1.104869139395067978e-01,0.000000000000000000e+00,-1.362297317144083308e-01,-1.359349583468308087e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.228849509498954884e+00,-5.422142439688380083e-02,6.739392021503822772e-01
-1.201373655217774505e-01,-1.104869139395067978e-01,0.000000000000000000e+00,-6.899606386631955690e-01,-6.907226772247949675e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.604762671022062603e-01,-5.422142439688380083e-02,-1.121124468918138772e-01
